Player,College,State,AV
Andrew Franks,,NY,53.50
Isa Abdul-Quddus,Fordham University,NY,49.67
Jason Myers,,NY,49.50
Will Allen,Syracuse University,NY,48.14
Will Allen,,NY,48.14
Naaman Roosevelt,Buffalo State College,NY,48.00
Quinn Ojinnaka,Syracuse University,NY,48.00
Riley Dixon,Syracuse University,NY,48.00
Branden Oliver,Buffalo State College,NY,47.67
Kevin Johnson,Syracuse University,NY,45.00
Kevin Johnson,Wake Forest University,NY,45.00
Kevin Johnson,,NY,45.00
Patrick Murray,Fordham University,NY,41.67
Terrence Fede,,NY,38.75
Julian Stanford,Wagner College,NY,38.33
Jay Bromley,Syracuse University,NY,37.40
Andrew Tiller,Syracuse University,NY,35.00
Tanard Jackson,Syracuse University,NY,35.00
Josh Thomas,Buffalo State College,NY,34.40
Josh Thomas,Syracuse University,NY,34.40
John Skelton,Fordham University,NY,33.00
Anthony Smith,Syracuse University,NY,32.00
Anthony Smith,University of Alabama,NY,32.00
Curtis Brinkley,Syracuse University,NY,32.00
Doug Hogue,Syracuse University,NY,32.00
Steven Means,Buffalo State College,NY,31.00
Delone Carter,Syracuse University,NY,30.33
Shamarko Thomas,Syracuse University,NY,28.50
Trevor Scott,Buffalo State College,NY,25.50
Jamey Richard,Buffalo State College,NY,21.50
Tony Fiammetta,Syracuse University,NY,16.25
Brian Parker,,NY,11.00
Chris Manhertz,Canisius College,NY,11.00
Jerome Smith,Syracuse University,NY,11.00
Kristjan Sokoli,Buffalo State College,NY,11.00
Michael Hay,Syracuse University,NY,11.00
Nate Eachus,Colgate University,NY,11.00
Ryan Nassib,Syracuse University,NY,11.00
Victor Ochi,Stony Brook University,NY,11.00
Kareem Hunt,University of Toledo,OH,97.50
Ben Roethlisberger,,OH,97.25
Ezekiel Elliott,,OH,97.00
London Fletcher,,OH,93.00
Jonathan Goodwin,Miami University of Ohio,OH,89.00
Rob Sims,,OH,89.00
James Laurinaitis,,OH,84.83
Pat Elflein,,OH,84.00
Malcolm Jenkins,,OH,83.38
Taylor Decker,,OH,83.33
Derek Wolfe,University of Cincinnati,OH,83.29
Corey Linsley,,OH,83.00
Connor Barwin,University of Cincinnati,OH,82.50
Jason Kelce,University of Cincinnati,OH,82.38
Nate Clements,,OH,81.00
Travis Kelce,University of Cincinnati,OH,81.00
Joey Bosa,,OH,80.67
Nick Mangold,,OH,80.67
Ryan Pickett,,OH,80.50
Julian Edelman,,OH,80.29
Ryan Shazier,,OH,80.25
Donte Whitner,,OH,79.50
Orlando Brown,,OH,79.00
Will Smith,,OH,79.00
Nate Washington,,OH,78.00
Pierre Garcon,Mount Union College,OH,77.75
Cameron Heyward,,OH,77.50
Jack Mewhort,,OH,76.25
Andrew Norwell,,OH,76.20
Johnathan Hankins,,OH,73.33
Antonio Gates,,OH,73.25
Brandon Brooks,,OH,72.71
Trent Cole,University of Cincinnati,OH,72.50
Josh Kline,,OH,71.50
Jatavis Brown,University of Akron,OH,70.33
A.J. Hawk,,OH,70.00
Michael Jenkins,,OH,69.50
Lance Moore,University of Toledo,OH,69.00
Kory Lichtensteiger,Bowling Green State University,OH,68.17
Carlos Hyde,,OH,68.00
Eli Apple,,OH,68.00
Kurt Coleman,,OH,67.25
Ted Ginn,,OH,66.88
James Harrison,,OH,66.43
Vonn Bell,,OH,63.67
Antoine Winfield,,OH,63.50
Barry Church,University of Toledo,OH,63.38
Corey Brown,,OH,62.33
Bradley Roby,,OH,60.80
Chris Gamble,,OH,60.50
Jeff Linkenbach,University of Cincinnati,OH,60.40
Armon Binns,University of Cincinnati,OH,59.00
Ashton Youboty,,OH,59.00
Jacob Bell,,OH,59.00
Andrew Hawkins,University of Toledo,OH,58.17
Chase Blackburn,University of Akron,OH,57.75
Shaun Suisham,Bowling Green State University,OH,57.50
John Greco,University of Toledo,OH,57.38
Donald Jones,,OH,57.00
Harold Jones-Quartey,,OH,57.00
Brent Celek,University of Cincinnati,OH,56.43
Beanie Wells,,OH,55.50
Haruki Nakamura,University of Cincinnati,OH,55.50
Cecil Shorts,Mount Union College,OH,54.33
Brett Kern,University of Toledo,OH,53.75
Mike Brewster,,OH,53.50
Chris Jones,Bowling Green State University,OH,53.07
Chris Jones,Carson-Newman College,OH,53.07
Chris Jones,,OH,53.07
Chris Jones,,OH,53.07
Chris Jones,,OH,53.07
Santonio Holmes,,OH,53.00
Usama Young,,OH,52.25
Kevin Huber,University of Cincinnati,OH,52.13
Greg Mancz,University of Toledo,OH,52.00
Ricardo Mathews,University of Cincinnati,OH,52.00
Adolphus Washington,,OH,50.00
Quinten Rollins,,OH,50.00
Kenbrell Thompkins,University of Cincinnati,OH,48.67
Jason Trusnik,,OH,48.40
Avery Moss,,OH,48.00
Deyshawn Bond,University of Cincinnati,OH,48.00
Scott Mruczkowski,Bowling Green State University,OH,48.00
Jim Cordle,,OH,46.33
Mike Nugent,,OH,45.50
Nick Vannett,,OH,45.50
Roger Lewis,Bowling Green State University,OH,45.50
Brian Rolle,,OH,45.00
Terrelle Pryor,,OH,44.86
Dave Zastudil,Miami University of Ohio,OH,44.25
Brandian Ross,,OH,43.75
John Hughes,University of Cincinnati,OH,41.00
Domenik Hixon,University of Akron,OH,40.67
Blair Brown,Miami University of Ohio,OH,40.00
LaVon Brazill,Miami University of Ohio,OH,40.00
Parker Ehinger,University of Cincinnati,OH,40.00
Jake McQuaide,,OH,38.75
Jake Ballard,,OH,38.67
Jamie Meder,Ashland University,OH,38.50
Nate Ebner,,OH,37.86
Austin Spitler,,OH,37.33
Jeff Heuerman,,OH,37.33
Chris Moore,University of Cincinnati,OH,35.67
Bobby Carpenter,,OH,35.00
Johnny Holton,University of Cincinnati,OH,34.00
Larry Grant,,OH,34.00
Mike Windt,University of Cincinnati,OH,34.00
Braxton Miller,,OH,32.00
Chester Taylor,University of Toledo,OH,32.00
Curtis Grant,,OH,32.00
Devin Smith,,OH,32.00
Donald Washington,,OH,32.00
Eric Page,University of Toledo,OH,32.00
Jalin Marshall,,OH,32.00
Na'il Diggs,,OH,32.00
Reggie Corner,University of Akron,OH,32.00
Tarell Basham,Miami University of Ohio,OH,32.00
Treyvon Hester,University of Toledo,OH,32.00
Dane Sanzenbacher,,OH,30.75
Jayrone Elliott,University of Toledo,OH,30.75
Justin March-Lillard,University of Akron,OH,30.33
Dan Herron,,OH,30.00
Josh Cribbs,,OH,30.00
Daniel Muir,,OH,25.00
DeVier Posey,,OH,25.00
Tom Crabtree,,OH,23.33
Ishmaa'ily Kitchen,,OH,23.00
Adam Shaheen,Ashland University,OH,21.50
Brandon Saine,,OH,21.50
C.B. Bryant,,OH,21.50
Donteea Dye,,OH,21.50
J.K. Schaffer,University of Cincinnati,OH,21.50
Jalen Parmele,University of Toledo,OH,21.50
Julian Posey,Miami University of Ohio,OH,21.50
Kevin Kowalski,University of Toledo,OH,21.50
Michael Roberts,University of Toledo,OH,21.50
T.J. Fatinikun,University of Toledo,OH,21.50
Zac Kerin,University of Toledo,OH,21.50
Chimdi Chekwa,,OH,19.40
Tyreek Burwell,University of Cincinnati,OH,18.00
Isaiah Pead,University of Cincinnati,OH,16.25
Adrien Robinson,University of Cincinnati,OH,11.00
Alex Bayer,Bowling Green State University,OH,11.00
Anderson Russell,,OH,11.00
Anthony Gonzalez,,OH,11.00
Bernard Reedy,University of Toledo,OH,11.00
Blake Annen,University of Cincinnati,OH,11.00
Brian Robiskie,,OH,11.00
Bruce Gradkowski,University of Toledo,OH,11.00
Bryant Browning,,OH,11.00
Bryson Albright,,OH,11.00
Cardale Jones,,OH,11.00
Danny Noble,University of Toledo,OH,11.00
Darrion Scott,,OH,11.00
David Fluellen,University of Toledo,OH,11.00
Doran Grant,,OH,11.00
Doug Worthington,,OH,11.00
Dri Archer,,OH,11.00
George Winn,University of Cincinnati,OH,11.00
J.B. Shugarts,,OH,11.00
Jake O'Connell,,OH,11.00
Jake Stoneburner,,OH,11.00
Jameson Konz,,OH,11.00
Jarrod Pughsley,University of Akron,OH,11.00
Jeris Pendleton,Ashland University,OH,11.00
Jermale Hines,,OH,11.00
Jordan Thompson,Miami University of Ohio,OH,11.00
Kyle Miller,Mount Union College,OH,11.00
Lamar Mady,,OH,11.00
LeShun Daniels,,OH,11.00
Mardy Gilyard,University of Cincinnati,OH,11.00
Michael Preston,,OH,11.00
Mike Wright,Ashland University,OH,11.00
Monte Taylor,University of Cincinnati,OH,11.00
Noah Brown,,OH,11.00
Phil Bates,Miami University of Ohio,OH,11.00
Phillipkeith Manley,University of Toledo,OH,11.00
Reid Fragel,,OH,11.00
Rico Murray,,OH,11.00
Roosevelt Nix,,OH,11.00
Roosevelt Nix,,OH,11.00
Taylor Price,Miami University of Ohio,OH,11.00
Thaddeus Gibson,,OH,11.00
Joe Mixon,East Oklahoma State College,OK,90.50
Trent Williams,East Oklahoma State College,OK,89.00
DeMarco Murray,East Oklahoma State College,OK,88.71
Chris Chester,East Oklahoma State College,OK,88.33
Dez Bryant,,OK,88.14
Nick Roach,Northwestern Oklahoma State University,OK,87.67
Gerald McCoy,East Oklahoma State College,OK,86.63
Russell Okung,,OK,85.88
Curtis Lofton,East Oklahoma State College,OK,85.80
Phil Loadholt,East Oklahoma State College,OK,85.00
Lane Johnson,East Oklahoma State College,OK,83.50
Zach Strief,Northwestern Oklahoma State University,OK,81.29
Kelly Gregg,East Oklahoma State College,OK,79.00
Emmanuel Ogbah,,OK,78.67
Sterling Shepard,East Oklahoma State College,OK,77.00
Kevin Williams,,OK,75.20
Kevin Williams,,OK,75.20
Kevin Williams,,OK,75.20
Kevin Williams,,OK,75.20
Kevin Williams,,OK,75.20
Kevin Williams,,OK,75.20
Kenny Stills,East Oklahoma State College,OK,75.17
Adrian Peterson,East Oklahoma State College,OK,74.63
Adrian Peterson,Georgia Southern University,OK,74.63
Antonio Smith,,OK,71.50
Chris Carson,,OK,71.50
Dede Westbrook,East Oklahoma State College,OK,69.00
Justin Blackmon,,OK,69.00
Tony Jefferson,East Oklahoma State College,OK,67.17
Davin Joseph,East Oklahoma State College,OK,67.00
Jacob Lacey,,OK,66.00
Remi Ayodele,East Oklahoma State College,OK,66.00
Dean Lowry,Northwestern Oklahoma State University,OK,63.33
Jordan Phillips,East Oklahoma State College,OK,63.25
Daryl Williams,East Oklahoma State College,OK,62.50
Dorial Green-Beckham,East Oklahoma State College,OK,62.50
Charles Clay,University of Tulsa,OK,62.38
Lane Taylor,,OK,62.17
Anthony Walker,Northwestern Oklahoma State University,OK,60.50
Barry Cofield,Northwestern Oklahoma State University,OK,60.40
Dan Bailey,,OK,60.13
Jermaine Gresham,East Oklahoma State College,OK,59.63
Corey Wootton,Northwestern Oklahoma State University,OK,59.50
Brodney Pool,East Oklahoma State College,OK,59.00
Jordan Evans,East Oklahoma State College,OK,59.00
Patrick Crayton,,OK,59.00
Perrish Cox,,OK,57.60
Trevor Siemian,Northwestern Oklahoma State University,OK,56.67
Brandon Pettigrew,,OK,54.80
Stacy McGee,East Oklahoma State College,OK,53.50
Damien Williams,East Oklahoma State College,OK,50.60
Kendall Hunter,,OK,50.50
Tress Way,East Oklahoma State College,OK,50.20
Brandon Weeden,,OK,50.00
Aaron Colvin,East Oklahoma State College,OK,49.80
Chris Chamberlain,University of Tulsa,OK,45.00
Jammal Brown,East Oklahoma State College,OK,45.00
Frank Alexander,East Oklahoma State College,OK,43.00
Samaje Perine,East Oklahoma State College,OK,42.00
Tyrunn Walker,University of Tulsa,OK,41.33
Jermelle Cudjo,University of Central Oklahoma,OK,41.00
Corbin Bryant,Northwestern Oklahoma State University,OK,40.83
Devante Bond,East Oklahoma State College,OK,40.00
Dominique Franks,East Oklahoma State College,OK,38.75
Justin Gilbert,,OK,37.33
Tashard Choice,East Oklahoma State College,OK,37.33
Quinton Carter,East Oklahoma State College,OK,36.33
Blake Jarwin,,OK,35.00
Damaris Johnson,University of Tulsa,OK,35.00
Ryan McBean,,OK,35.00
Jamell Fleming,East Oklahoma State College,OK,34.75
Austen Lane,,OK,34.00
Corey Hilliard,,OK,34.00
Sherrick McManis,Northwestern Oklahoma State University,OK,34.00
Ibraheim Campbell,Northwestern Oklahoma State University,OK,33.50
Brian Peters,Northwestern Oklahoma State University,OK,32.00
C.J. Ah You,East Oklahoma State College,OK,32.00
Demontre Hurst,East Oklahoma State College,OK,32.00
James Winchester,East Oklahoma State College,OK,32.00
Jonathan Nelson,East Oklahoma State College,OK,32.00
Justin Brown,East Oklahoma State College,OK,32.00
Keenan Clayton,East Oklahoma State College,OK,32.00
Keith Toston,,OK,32.00
Kevin Peterson,,OK,32.00
Marquice Cole,Northwestern Oklahoma State University,OK,32.00
Mossis Madu,East Oklahoma State College,OK,32.00
Reggie Smith,East Oklahoma State College,OK,32.00
Reggie Smith,Kansas City Kansas Community College,OK,32.00
Reggie Smith,,OK,32.00
Ryan Robinson,,OK,32.00
Tommie Harris,East Oklahoma State College,OK,32.00
Tyler Patmon,,OK,32.00
Vincent Taylor,,OK,32.00
Zack Sanchez,East Oklahoma State College,OK,32.00
Landry Jones,East Oklahoma State College,OK,30.75
Orie Lemon,,OK,30.75
Travis Lewis,East Oklahoma State College,OK,30.75
Corey Nelson,East Oklahoma State College,OK,30.40
Ryan Broyles,East Oklahoma State College,OK,30.33
Juqua Parker,,OK,29.50
Trai Essex,Northwestern Oklahoma State University,OK,29.50
Armonty Bryant,,OK,28.25
James Hanna,East Oklahoma State College,OK,27.80
Geneo Grissom,East Oklahoma State College,OK,26.75
Aaron Ripkowski,East Oklahoma State College,OK,23.33
Austin Carr,Northwestern Oklahoma State University,OK,21.50
Blake Bell,East Oklahoma State College,OK,21.50
Casey Walker,East Oklahoma State College,OK,21.50
Dexter McCoil,University of Tulsa,OK,21.50
Dominique Alexander,East Oklahoma State College,OK,21.50
Joseph Jones,Northwestern Oklahoma State University,OK,21.50
Lenzy Pipkins,,OK,21.50
Shamiel Gary,,OK,21.50
Walt Powell,,OK,18.00
Auston English,East Oklahoma State College,OK,11.00
Billy Bajema,,OK,11.00
Brian Arnfelt,Northwestern Oklahoma State University,OK,11.00
Brian Jackson,East Oklahoma State College,OK,11.00
Brody Eldridge,East Oklahoma State College,OK,11.00
Drake Dunsmore,Northwestern Oklahoma State University,OK,11.00
Gabe Ikard,East Oklahoma State College,OK,11.00
Ikechuku Ndukwe,Northwestern Oklahoma State University,OK,11.00
Jalen Saunders,East Oklahoma State College,OK,11.00
Jeremy Beal,East Oklahoma State College,OK,11.00
Jeremy Ebert,Northwestern Oklahoma State University,OK,11.00
Jordan Mabin,Northwestern Oklahoma State University,OK,11.00
Kevin Bentley,Northwestern Oklahoma State University,OK,11.00
Kevin Murphy,East Oklahoma State College,OK,11.00
Kevin Murphy,Harvard University,OK,11.00
Levy Adcock,,OK,11.00
Lowell Rose,University of Tulsa,OK,11.00
Luis Castillo,Northwestern Oklahoma State University,OK,11.00
Mark Clayton,East Oklahoma State College,OK,11.00
Mark Clayton,University of Louisville,OK,11.00
Mike Kafka,Northwestern Oklahoma State University,OK,11.00
Ronnell Lewis,East Oklahoma State College,OK,11.00
Trey Watts,University of Tulsa,OK,11.00
Tyler Holmes,University of Tulsa,OK,11.00
Marcus Mariota,Oregon State University,OR,95.00
Brandin Cooks,,OR,91.20
Max Unger,Oregon State University,OR,89.25
DeForest Buckner,Oregon State University,OR,88.33
Haloti Ngata,Oregon State University,OR,81.00
Andy Levitre,,OR,80.38
Kiko Alonso,Oregon State University,OR,80.00
Tyrell Williams,Western Oregon University,OR,74.75
T.J. Ward,Oregon State University,OR,74.14
Brandon Browner,,OR,70.60
LeGarrette Blount,Oregon State University,OR,69.63
Steven Jackson,,OR,69.60
Patrick Chung,Oregon State University,OR,69.38
Vince Williams,Oregon State University,OR,67.67
Vince Williams,,OR,67.67
Nick Barnett,,OR,66.67
Jonathan Stewart,Oregon State University,OR,66.13
Keenan Lewis,,OR,62.00
Adam Snyder,Oregon State University,OR,61.50
Mike Remmers,,OR,59.43
Dwan Edwards,,OR,59.40
Johnny Hekker,,OR,56.86
Steven Nelson,,OR,56.50
Stephen Paea,,OR,56.29
Sam Baker,,OR,55.00
Sam Baker,,OR,55.00
Isaac Seumalo,,OR,54.00
Arik Armstead,Oregon State University,OR,53.25
Aldrick Rosas,,OR,52.50
Matt Toeaina,Oregon State University,OR,52.50
Jordan Poyer,,OR,52.00
Julius Thomas,,OR,51.00
Geoff Schwartz,Oregon State University,OR,50.75
Casey Matthews,Oregon State University,OR,50.25
Hroniss Grasu,Oregon State University,OR,48.67
Josh Huff,Oregon State University,OR,48.00
Ed Dickson,Oregon State University,OR,45.38
Adam Hayward,,OR,42.75
Dion Jordan,Oregon State University,OR,42.75
Markus Wheaton,,OR,42.40
Spencer Paysinger,Oregon State University,OR,41.86
Troy Hill,Oregon State University,OR,41.50
Jordan Senn,,OR,41.00
D.J. Alexander,,OR,40.50
Joe Walker,Oregon State University,OR,40.00
Joe Walker,University of Nebraska at Kearney,OR,40.00
Kyle DeVan,,OR,40.00
Walter Thurmond,Oregon State University,OR,39.60
Jake Fisher,Oregon State University,OR,37.50
De'Anthony Thomas,Oregon State University,OR,36.40
Kevin Boss,Western Oregon University,OR,35.00
DeShawn Shead,,OR,33.57
Matt Moore,,OR,32.71
A.J. Feeley,Oregon State University,OR,32.00
Al Afalava,,OR,32.00
Igor Olshansky,Oregon State University,OR,32.00
Jerome Boyd,Oregon State University,OR,32.00
Jerome Boyd,,OR,32.00
Nick Reed,Oregon State University,OR,32.00
Sabby Piscitelli,,OR,32.00
Scott Crichton,,OR,32.00
T.J. Houshmandzadeh,,OR,32.00
Terron Ward,,OR,32.00
Eddie Pleasant,Oregon State University,OR,31.29
Victor Butler,,OR,30.33
Dante Rosario,Oregon State University,OR,26.75
Brandon Bair,Oregon State University,OR,25.00
Brandon Hughes,,OR,25.00
Kameron Canaday,,OR,25.00
Kellen Clemens,Oregon State University,OR,23.71
Kenjon Barner,Oregon State University,OR,23.60
David Paulson,Oregon State University,OR,21.50
James Dockery,,OR,21.50
Jeremiah Johnson,Oregon State University,OR,21.50
Kyle Peko,,OR,21.50
LaMichael James,Oregon State University,OR,21.50
Treston Decoud,,OR,21.50
Will Tukuafu,Oregon State University,OR,19.40
Josh Andrews,,OR,18.00
Obum Gwacham,,OR,18.00
Jeff Maehl,Oregon State University,OR,16.25
Sean Mannion,,OR,16.25
Alex Balducci,Oregon State University,OR,11.00
Bralon Addison,Oregon State University,OR,11.00
Brandon Hardin,,OR,11.00
Byron Marshall,Oregon State University,OR,11.00
Cameron Collins,,OR,11.00
Connor Hamlett,,OR,11.00
Cornelius Edison,,OR,11.00
Darrion Weems,Oregon State University,OR,11.00
Dennis Dixon,Oregon State University,OR,11.00
Dustin Waldron,,OR,11.00
Jason Slowey,Western Oregon University,OR,11.00
Johnny Mundt,Oregon State University,OR,11.00
Josh Kaddu,Oregon State University,OR,11.00
Justin Peelle,Oregon State University,OR,11.00
Mark Asper,Oregon State University,OR,11.00
Ryan Rau,,OR,11.00
Sammie Stroughter,,OR,11.00
Victor Bolden,,OR,11.00
Aaron Donald,University of Pittsburgh,PA,98.40
Jahri Evans,Bloomsburg University of Pennsylvania,PA,92.71
Joe Flacco,University of Pittsburgh,PA,90.63
Donovan Smith,,PA,90.50
LeSean McCoy,University of Pittsburgh,PA,89.63
Kareem McKenzie,,PA,89.00
Cameron Wake,,PA,88.25
NaVorro Bowman,,PA,87.83
Paul Posluszny,,PA,84.86
Larry Fitzgerald,University of Pittsburgh,PA,84.63
Jabaal Sheard,University of Pittsburgh,PA,81.13
Tamba Hali,,PA,77.57
Stefen Wisniewski,,PA,76.88
Jared Odrick,,PA,74.50
Adrian Amos,,PA,74.25
Mike Adams,Delaware County Community College,PA,73.50
Mike Adams,North Central Texas College,PA,73.50
Mike Adams,,PA,73.50
Darrelle Revis,University of Pittsburgh,PA,73.43
Brent Grimes,Shippensburg University of Pennsylvania,PA,73.38
Chris Godwin,,PA,72.50
DaQuan Jones,,PA,72.40
Chris Crocker,Franklin and Marshall College,PA,72.33
Tyler Boyd,University of Pittsburgh,PA,71.33
Julie'n Davenport,Bucknell University,PA,68.50
Mike McGlynn,University of Pittsburgh,PA,67.80
Brandon Fusco,Slippery Rock University of Pennsylvania,PA,67.50
A.Q. Shipley,,PA,67.17
Ahmad Bradshaw,Franklin and Marshall College,PA,66.80
Allen Robinson,,PA,66.00
Carl Nassib,,PA,64.67
James Conner,University of Pittsburgh,PA,63.50
Dion Lewis,University of Pittsburgh,PA,62.83
Johnnie Troutman,,PA,59.67
Anthony Adams,,PA,59.00
Bryan Scott,,PA,59.00
Clint Session,University of Pittsburgh,PA,59.00
Trevor Williams,,PA,58.33
Robbie Gould,,PA,58.00
Gerald Hodges,,PA,57.00
Jason Pinkston,University of Pittsburgh,PA,56.67
K'Waun Williams,University of Pittsburgh,PA,55.25
Garry Gilliam,,PA,54.40
Rich Ohrnberger,,PA,54.00
T.J. Clemmings,University of Pittsburgh,PA,52.75
Justin King,,PA,52.50
John Urschel,,PA,51.67
Doug Legursky,Franklin and Marshall College,PA,51.60
Anthony Zettel,,PA,51.00
Vinny Curry,Franklin and Marshall College,PA,50.86
Albert McClellan,Franklin and Marshall College,PA,50.00
Jesse James,,PA,48.75
Jesse James,,PA,48.75
Darryl Roberts,Franklin and Marshall College,PA,48.67
Jeff Otah,University of Pittsburgh,PA,48.00
Tyler Palko,University of Pittsburgh,PA,48.00
Will Rackley,Lehigh University,PA,47.67
Brandon Copeland,Bloomsburg University of Pennsylvania,PA,45.67
Dan Connor,,PA,45.33
Neville Hewitt,Franklin and Marshall College,PA,44.25
Aaron Maybin,,PA,40.00
Jordan Norwood,,PA,40.00
Tanoh Kpassagnon,Villanova University,PA,40.00
Tim Shaw,,PA,40.00
Brian Moorman,,PA,39.33
LaRod Stephens-Howling,University of Pittsburgh,PA,39.33
Gino Gradkowski,Delaware County Community College,PA,39.00
Aaron Dobson,Franklin and Marshall College,PA,38.67
Matt Feiler,Bloomsburg University of Pennsylvania,PA,38.67
Lucas Nix,University of Pittsburgh,PA,38.50
Jordan Hill,,PA,37.50
Blake Costanzo,Lafayette College,PA,37.33
Evan Royster,,PA,35.67
Jonathan Baldwin,University of Pittsburgh,PA,35.67
Nick Boyle,Delaware County Community College,PA,34.75
John Kuhn,Shippensburg University of Pennsylvania,PA,33.57
Byron Leftwich,Franklin and Marshall College,PA,32.00
C.J. Davis,University of Pittsburgh,PA,32.00
C.J. Spillman,Franklin and Marshall College,PA,32.00
Devon Still,,PA,32.00
Glenn Carson,,PA,32.00
Jeremy Kapinos,,PA,32.00
Josh Hull,,PA,32.00
Kennard Cox,University of Pittsburgh,PA,32.00
Kerry Collins,,PA,32.00
Leigh Bodden,Duquesne University,PA,32.00
Lonie Paxton,,PA,32.00
Michael Mauti,,PA,32.00
Shawntae Spencer,University of Pittsburgh,PA,32.00
Zack Nash,,PA,32.00
Nathan Stupar,,PA,31.71
Andrew Quarless,,PA,31.60
Darrel Young,Villanova University,PA,31.00
Marcus Burley,Delaware County Community College,PA,30.75
Edgar Jones,University of Pittsburgh,PA,30.33
Edgar Jones,,PA,30.33
Jordan Lucas,,PA,30.33
Michael Robinson,,PA,30.33
Tommie Campbell,University of Pittsburgh,PA,29.50
Ben Ijalana,Villanova University,PA,28.80
Raymond Ventrone,Villanova University,PA,26.75
Mario Harvey,Franklin and Marshall College,PA,25.00
Anthony Walters,Delaware County Community College,PA,21.50
De'Vante Bausby,,PA,21.50
Devin Street,University of Pittsburgh,PA,21.50
Dom DeCicco,University of Pittsburgh,PA,21.50
Dorin Dickerson,University of Pittsburgh,PA,21.50
Omar Brown,Franklin and Marshall College,PA,21.50
Omar Brown,North Carolina A&T State University,PA,21.50
Reggie Wells,Clarion University of Pennsylvania,PA,21.50
Andrew Szczerba,,PA,11.00
Bam Bradley,University of Pittsburgh,PA,11.00
Brad Bars,,PA,11.00
Brett Brackett,,PA,11.00
Buddy Jackson,University of Pittsburgh,PA,11.00
Chas Alecxih,University of Pittsburgh,PA,11.00
Chaz Powell,,PA,11.00
Chris Massey,Franklin and Marshall College,PA,11.00
Deon Butler,,PA,11.00
Derek Moye,,PA,11.00
Ejuan Price,University of Pittsburgh,PA,11.00
Gator Hoskins,Franklin and Marshall College,PA,11.00
Greg Romeus,University of Pittsburgh,PA,11.00
John Gilmore,,PA,11.00
John Malecki,University of Pittsburgh,PA,11.00
Julian Howsare,Clarion University of Pennsylvania,PA,11.00
Kris Wilson,University of Pittsburgh,PA,11.00
Lorenzo Jerome,,PA,11.00
Lousaka Polite,University of Pittsburgh,PA,11.00
Mickey Shuler,,PA,11.00
Mickey Shuler,,PA,11.00
Nate Byham,University of Pittsburgh,PA,11.00
Ray Graham,University of Pittsburgh,PA,11.00
Ross Travis,,PA,11.00
Ross Ventrone,Villanova University,PA,11.00
Ryan O'Malley,Bloomsburg University of Pennsylvania,PA,11.00
Ryan Spadola,Lehigh University,PA,11.00
Scott Paxson,,PA,11.00
Tyrique Jarrett,University of Pittsburgh,PA,11.00
Zak DeOssie,Brown University,RI,32.00
James Develin,Brown University,RI,21.50
Colin Cloherty,Brown University,RI,11.00
JuJu Smith-Schuster,,SC,95.50
Tyron Smith,,SC,93.38
Leonard Williams,,SC,91.50
Leonard Williams,,SC,91.50
Jurrell Casey,,SC,91.38
DeAndre Hopkins,Clemson University,SC,90.33
LeRoy Hill,Clemson University,SC,89.00
Carson Palmer,,SC,87.86
Sheldon Brown,South Carolina State University,SC,87.00
Clay Matthews,,SC,86.00
Clay Matthews,,SC,86.00
Andre' Goodman,South Carolina State University,SC,85.00
Antwaun Woods,,SC,85.00
Johnathan Joseph,South Carolina State University,SC,83.13
Javon Hargrave,,SC,83.00
Alshon Jeffery,South Carolina State University,SC,82.29
Sammy Watkins,Clemson University,SC,81.20
Matt Kalil,,SC,81.17
Ryan Kalil,,SC,81.13
Shaun Cody,,SC,81.00
Troy Polamalu,,SC,81.00
Vic Beasley,Clemson University,SC,80.25
A.J. Cann,South Carolina State University,SC,80.00
Robert Woods,,SC,79.67
Robert Woods,,SC,79.67
Robert Woods,,SC,79.67
Stephon Gilmore,South Carolina State University,SC,78.71
Jadeveon Clowney,South Carolina State University,SC,78.60
D.J. Reader,Clemson University,SC,78.00
Rey Maualuga,,SC,77.86
John Johnson,Clemson University,SC,76.00
John Johnson,Indiana State University,SC,76.00
John Johnson,,SC,76.00
Sedrick Ellis,,SC,76.00
Brian Cushing,,SC,75.43
Everson Griffen,,SC,75.38
Jared Cook,South Carolina State University,SC,74.13
Bashaud Breeland,Clemson University,SC,73.80
Grady Jarrett,Clemson University,SC,73.75
Melvin Ingram,South Carolina State University,SC,73.43
Frostee Rucker,,SC,73.25
Kyle Williams,,SC,72.82
Kyle Williams,,SC,72.82
Kyle Williams,,SC,72.82
D.J. Swearinger,South Carolina State University,SC,72.67
Devon Kennard,,SC,72.60
Darian Stewart,South Carolina State University,SC,71.88
Martavis Bryant,Clemson University,SC,71.25
John Abraham,South Carolina State University,SC,70.50
T.J. McDonald,,SC,70.17
Sidney Rice,South Carolina State University,SC,69.00
Marcus Gilchrist,Clemson University,SC,68.88
Nelson Agholor,,SC,68.75
Josh Norman,Coastal Carolina University,SC,68.57
Josh Norman,East Oklahoma State College,SC,68.57
Chad Wheeler,,SC,68.50
Adam Humphries,Clemson University,SC,68.25
Jasper Brinkley,South Carolina State University,SC,68.00
Captain Munnerlyn,South Carolina State University,SC,66.88
Malcolm Smith,,SC,66.86
Brandon Shell,South Carolina State University,SC,66.67
C.J. Spiller,Clemson University,SC,66.17
Fili Moala,,SC,66.00
Dunta Robinson,South Carolina State University,SC,65.33
Reggie Bush,,SC,64.67
Chris Clemons,Clemson University,SC,64.20
