,Player,AV_Percentile,State,College
590,Bryant McKinnie,65.33333333333333,FL,
591,Bryce Brown,52.25,KA,
592,Bryce Callahan,55.75,TX,Rice University
593,Bryce Hager,36.0,TX,Baylor University
594,Bryce Harris,30.0,CA,
595,Bryce Petty,48.0,TX,Baylor University
596,Bryce Treggs,32.0,CA,California Lutheran University
597,Brynden Trawick,36.5,AL,Troy University
598,Bryson Albright,11.0,OH,
599,Bryson Keeton,11.0,NE,University of Nebraska at Kearney
600,Bud Dupree,70.25,KY,Eastern Kentucky University
601,Buddy Jackson,11.0,PA,University of Pittsburgh
602,Buster Skrine,66.625,TN,
603,Byron Bell,78.57142857142857,NM,New Mexico Highlands University
604,Byron Jones,80.0,CT,Central Connecticut State University
605,Byron Leftwich,32.0,PA,Franklin and Marshall College
606,Byron Marshall,11.0,OR,Oregon State University
607,Byron Maxwell,58.285714285714285,SC,Clemson University
608,Byron Stingily,37.333333333333336,KY,University of Louisville
609,C.B. Bryant,21.5,OH,
610,C.C. Brown,11.0,LA,
611,C.J. Ah You,32.0,OK,East Oklahoma State College
612,C.J. Anderson,63.666666666666664,CA,California Lutheran University
613,C.J. Davis,32.0,PA,University of Pittsburgh
614,C.J. Fiedorowicz,35.25,IA,Iowa State University
615,C.J. Goodwin,30.333333333333332,CA,
616,C.J. Mosley,78.2,MO,Missouri Southern State University
617,C.J. Mosley,78.2,MO,University of Alabama
618,C.J. Prosise,34.0,IN,University of Notre Dame
619,C.J. Smith,21.5,ND,
620,C.J. Spiller,66.16666666666667,SC,Clemson University
621,C.J. Spillman,32.0,PA,Franklin and Marshall College
622,C.J. Uzomah,39.25,AL,Auburn University
623,C.J. Wallace,11.0,WA,Central Washington University
624,C.J. Wilson,39.25,TX,Baylor University
625,C.J. Wilson,39.25,TX,East Carolina University
626,C.J. Wilson,39.25,TX,
627,Cadillac Williams,48.0,AL,Auburn University
628,Caesar Rayford,11.0,WA,Central Washington University
629,Cairo Santos,48.2,LA,Tulane University
630,Calais Campbell,96.0,FL,
631,Caleb Benenoch,60.0,CA,
632,Caleb Brantley,29.5,FL,Central Florida Community College
633,Caleb Hanie,29.5,CO,
634,Caleb McSurdy,11.0,MT,
635,Caleb Schlauderaff,18.0,UT,College of Eastern Utah
636,Caleb Sturgis,35.666666666666664,FL,Central Florida Community College
637,Calvin Munson,59.0,CA,
638,Calvin Pace,89.4,NC,Wake Forest University
639,Calvin Pryor,57.5,KY,University of Louisville
640,Cam Johnson,26.2,VA,Medical College of Virginia
641,Cam Newton,98.125,AL,Auburn University
642,Cam Newton,98.125,AL,Furman University
643,Cam Thomas,50.42857142857143,NC,North Carolina A&T State University
644,Cameron Artis-Payne,36.0,AL,Auburn University
645,Cameron Bradfield,49.0,MI,
646,Cameron Brate,49.2,MA,Harvard University
647,Cameron Collins,11.0,OR,
648,Cameron Erving,66.25,FL,
649,Cameron Fleming,60.2,CA,Stanford University
650,Cameron Heyward,77.5,OH,
651,Cameron Jordan,90.25,CA,California Lutheran University
652,Cameron Lawrence,32.0,MS,
653,Cameron Meredith,47.666666666666664,IL,
654,Cameron Morrah,21.5,CA,California Lutheran University
655,Cameron Sheffield,21.5,AL,Troy University
656,Cameron Wake,88.25,PA,
657,Captain Munnerlyn,66.875,SC,South Carolina State University
658,Caraun Reid,36.0,NJ,Princeton University
659,Cardale Jones,11.0,OH,
660,Cariel Brooks,11.0,CO,
661,Carl Bradford,11.0,AZ,
662,Carl Davis,44.0,MI,Central Michigan University
663,Carl Davis,44.0,MI,Iowa State University
664,Carl Ihenacho,11.0,CA,
665,Carl Lawson,40.0,AL,Auburn University
666,Carl Nassib,64.66666666666667,PA,
667,Carl Nicks,65.66666666666667,NE,University of Nebraska at Kearney
668,Carlos Dunlap,83.75,FL,Central Florida Community College
669,Carlos Fields,11.0,NC,
670,Carlos Hyde,68.0,OH,
671,Carlos Rogers,76.0,AL,Auburn University
672,Carlos Thompson,21.5,MS,Mississippi College
673,Carlos Watkins,35.0,SC,Clemson University
674,Carlton Powell,11.0,VA,
675,Carmen Messina,11.0,NM,New Mexico Highlands University
676,Carrington Byndom,11.0,TX,North Central Texas College
677,Carson Palmer,87.85714285714286,SC,
678,Carson Tinker,27.8,AL,University of Alabama
679,Cary Williams,81.0,KS,Washburn University
680,Case Keenum,58.142857142857146,TX,Houston Baptist University
681,Casey Hayward,64.42857142857143,TN,Vanderbilt University
682,Casey Kreiter,41.0,IA,Iowa State University
683,Casey Matthews,50.25,OR,Oregon State University
684,Casey Walker,21.5,OK,East Oklahoma State College
685,Casey Wiegmann,73.0,IA,Iowa State University
686,Cassius Marsh,45.0,CA,
687,Cassius Vaughn,50.0,MS,Mississippi College
688,Caylin Hauptmann,11.0,FL,Florida International University
689,Cecil Shorts,54.333333333333336,OH,Mount Union College
690,Cedric Benson,72.0,TX,North Central Texas College
691,Cedric Griffin,49.0,TX,North Central Texas College
692,Cedric Ogbuehi,46.5,TX,
693,Cedric Peerman,22.5,VA,Medical College of Virginia
694,Cethan Carter,11.0,NE,University of Nebraska at Kearney
695,Chad Clifton,73.0,TN,East Tennessee State University
696,Chad Greenway,84.66666666666667,IA,Iowa State University
697,Chad Hall,11.0,CO,
698,Chad Hansen,32.0,CA,California Lutheran University
699,Chad Henne,38.42857142857143,MI,Central Michigan University
700,Chad Spann,11.0,IL,Northern Illinois University
701,Chad Wheeler,68.5,SC,
702,Chad Williams,21.5,MS,University of Southern Mississippi
703,Chad Williams,21.5,MS,
704,Chance Casey,11.0,TX,Baylor University
705,Chance Warmack,58.833333333333336,AL,University of Alabama
706,Chandler Burden,11.0,KY,Eastern Kentucky University
707,Chandler Catanzaro,52.8,SC,Clemson University
708,Chandler Fenner,21.5,MA,College of the Holy Cross
709,Chandler Harnish,11.0,IL,Northern Illinois University
710,Chandler Jones,90.0,NY,Syracuse University
711,Chandler Worthy,11.0,AL,Troy University
712,Channing Ward,21.5,MS,Mississippi College
713,Chansi Stuckey,11.0,SC,Clemson University
714,Charles Brown,51.4,TX,Houston Baptist University
715,Charles Brown,51.4,TX,
716,Charles Clay,62.375,OK,University of Tulsa
717,Charles Gaines,32.0,KY,University of Louisville
718,Charles Godfrey,45.2,IA,Iowa State University
719,Charles Harris,49.0,MO,Missouri Southern State University
720,Charles Johnson,69.7,GA,
721,Charles Leno,76.2,ID,
722,Charles Sims,58.25,WV,West Virginia State University
723,Charles Washington,32.0,TX,North Central Texas College
724,Charles Washington,32.0,TX,
725,Charley Hughlett,32.0,FL,Central Florida Community College
726,Charlie Batch,32.0,MI,
727,Charlie Bryant,11.0,SC,
728,Charlie Peprah,52.5,AL,University of Alabama
729,Charone Peake,18.0,SC,Clemson University
730,Chas Alecxih,11.0,PA,University of Pittsburgh
731,Chase Allen,45.5,IL,Southern Illinois University Carbondale
732,Chase Baker,11.0,ID,
733,Chase Blackburn,57.75,OH,University of Akron
734,Chase Daniel,20.875,MO,Missouri Southern State University
735,Chase Ford,30.333333333333332,FL,
736,Chase Minnifield,21.5,VA,Medical College of Virginia
737,Chase Reynolds,11.0,MT,
738,Chase Roullier,72.5,WY,University of Wyoming
739,Chase Thomas,11.0,CA,Stanford University
740,Chauncey Davis,32.0,FL,
741,Chauncey Washington,11.0,SC,
742,Chavis Williams,11.0,AL,University of Alabama
743,Chaz Green,41.0,FL,Central Florida Community College
744,Chaz Powell,11.0,PA,
745,Chaz Schilens,48.0,CA,
746,Chester Rogers,61.333333333333336,LA,
747,Chester Taylor,32.0,OH,University of Toledo
748,Cheta Ozougwu,21.5,TX,Rice University
749,Chidobe Awuzie,66.0,CO,Colorado State University
750,Chigbo Anunoby,11.0,GA,
751,Chilo Rachal,62.5,SC,
752,Chimdi Chekwa,19.4,OH,
753,Chris Baker,64.5,MI,
754,Chris Baker,64.5,MI,
755,Chris Banjo,25.0,TX,
756,Chris Barker,11.0,NV,University of Nevada-Las Vegas
757,Chris Borland,79.0,WI,University of Wisconsin at La Crosse
758,Chris Boswell,50.5,TX,Rice University
759,Chris Canty,73.8,VA,Medical College of Virginia
760,Chris Canty,73.8,VA,
761,Chris Carr,32.0,ID,
762,Chris Carson,71.5,OK,
763,Chris Carter,31.285714285714285,TX,North Central Texas College
764,Chris Carter,31.285714285714285,TX,
765,Chris Chamberlain,45.0,OK,University of Tulsa
766,Chris Chester,88.33333333333333,OK,East Oklahoma State College
767,Chris Clark,65.625,MS,University of Southern Mississippi
768,Chris Clemons,64.2,SC,Clemson University
769,Chris Clemons,64.2,SC,Coastal Georgia Community College
770,Chris Conley,58.75,GA,Coastal Georgia Community College
771,Chris Conte,65.125,CA,California Lutheran University
772,Chris Cook,40.25,VA,Medical College of Virginia
773,Chris Cooley,11.0,UT,
774,Chris Crocker,72.33333333333333,PA,Franklin and Marshall College
775,Chris Culliver,56.0,SC,South Carolina State University
776,Chris Davis,25.0,AL,Purdue University
777,Chris Davis,25.0,AL,Syracuse University
778,Chris Davis,25.0,AL,Wake Forest University
779,Chris Davis,25.0,AL,
780,Chris DeGeare,11.0,NC,Wake Forest University
781,Chris Gamble,60.5,OH,
782,Chris Givens,47.4,NC,Wake Forest University
783,Chris Givens,47.4,NC,
784,Chris Gocong,52.0,CA,
785,Chris Godwin,72.5,PA,
786,Chris Gragg,18.0,AR,Arkansas State University
787,Chris Greenwood,11.0,MI,
788,Chris Gronkowski,11.0,AZ,Arizona State University
789,Chris Hairston,54.5,SC,Clemson University
790,Chris Harper,18.0,CA,California Lutheran University
791,Chris Harper,18.0,CA,
792,Chris Harris,73.9,KS,Kansas City Kansas Community College
793,Chris Harris,73.9,KS,
794,Chris Hawkins,32.0,LA,
795,Chris Hoke,32.0,UT,
796,Chris Hope,48.0,FL,
797,Chris Houston,77.0,AR,Arkansas State University
798,Chris Hubbard,52.8,AL,
799,Chris Ivory,65.125,WA,
800,Chris Jones,53.06666666666667,OH,Bowling Green State University
801,Chris Jones,53.06666666666667,OH,Carson-Newman College
802,Chris Jones,53.06666666666667,OH,
803,Chris Jones,53.06666666666667,OH,
804,Chris Jones,53.06666666666667,OH,
805,Chris Kelsay,60.5,NE,University of Nebraska at Kearney
806,Chris Kemoeatu,66.0,UT,College of Eastern Utah
807,Chris Kluwe,48.0,CA,
808,Chris Kuper,56.666666666666664,ND,North Dakota State University
809,Chris Landrum,32.0,AL,Auburn University
810,Chris Lewis-Harris,15.2,TN,
811,Chris Manhertz,11.0,NY,Canisius College
812,Chris Maragos,34.285714285714285,WI,University of Wisconsin at La Crosse
813,Chris Massey,11.0,PA,Franklin and Marshall College
814,Chris McCain,30.75,CA,California Lutheran University
815,Chris Moore,35.666666666666664,OH,University of Cincinnati
816,Chris Myers,88.25,FL,
817,Chris Neild,25.0,WV,West Virginia State University
818,Chris Odom,11.0,AK,
819,Chris Ogbonnaya,44.25,TX,North Central Texas College
820,Chris Owens,34.2,CA,
821,Chris Owusu,26.75,CA,Stanford University
822,Chris Pantale,11.0,MA,
823,Chris Polk,37.5,WA,Central Washington University
824,Chris Pressley,11.0,WI,University of Wisconsin at La Crosse
825,Chris Prosinski,39.0,WY,University of Wyoming
826,Chris Rainey,21.5,FL,Central Florida Community College
827,Chris Redman,32.0,KY,University of Louisville
828,Chris Reed,42.666666666666664,MN,
829,Chris Rucker,48.0,MI,
830,Chris Scott,33.333333333333336,TN,East Tennessee State University
831,Chris Scott,33.333333333333336,TN,Purdue University
832,Chris Smith,33.833333333333336,AR,Arkansas State University
833,Chris Smith,33.833333333333336,AR,University of Notre Dame
834,Chris Snee,72.66666666666667,MA,
835,Chris Spencer,59.75,MS,Mississippi College
836,Chris Summers,11.0,VA,Liberty University
837,Chris Thompson,46.285714285714285,LA,
838,Chris Thompson,46.285714285714285,LA,
839,Chris Watt,45.5,IN,University of Notre Dame
840,Chris White,32.0,TN,East Tennessee State University
841,Chris White,32.0,TN,University of Southern Mississippi
842,Chris White,32.0,TN,
843,Chris White,32.0,TN,
844,Chris Williams,44.6,TN,Vanderbilt University
845,Chris Williams,44.6,TN,
846,Chris Williams,44.6,TN,
847,Chris Wilson,32.0,MI,
848,Chris Wormley,49.0,MI,Central Michigan University
849,Christian Ballard,40.0,IA,Iowa State University
850,Christian Covington,48.5,TX,Rice University
851,Christian Jones,71.2,FL,
852,Christian Kirksey,73.6,IA,Iowa State University
853,Christian Ponder,70.0,FL,
854,Christian Ringo,18.0,LA,
855,Christian Thompson,11.0,SC,
856,Christian Tupou,11.0,SC,
857,Christian Yount,26.75,CA,
858,Christo Bilukidi,18.0,GA,
859,Christopher Milton,32.0,GA,
860,Chuck Clark,40.0,VA,
861,Chykie Brown,29.0,TX,North Central Texas College
862,Cierre Wood,11.0,IN,University of Notre Dame
863,Clark Haggans,60.5,CO,
864,Clark Harris,35.375,NJ,"Rutgers, the State University of New Jersey"
865,Claude Pelon,11.0,SC,
866,Clay Harbor,33.833333333333336,MO,
867,Clay Matthews,86.0,SC,
868,Clay Matthews,86.0,SC,
869,Clayton Fejedelem,46.333333333333336,IL,Eastern Illinois University
870,Clayton Geathers,46.0,FL,Central Florida Community College
871,Cliff Avril,81.42857142857143,IN,Purdue University
872,Cliff Matthews,26.75,SC,South Carolina State University
873,Clifton Geathers,30.75,SC,South Carolina State University
874,Clint Boling,78.375,GA,Coastal Georgia Community College
875,Clint Gresham,32.0,TX,
876,Clint Session,59.0,PA,University of Pittsburgh
877,Clinton McDonald,60.25,TN,University of Memphis
878,Clive Walford,40.25,FL,
879,Clyde Gates,30.333333333333332,TX,
880,Cobi Hamilton,23.333333333333332,AR,Arkansas State University
881,Cody Core,30.333333333333332,MS,Mississippi College
882,Cody Grimm,32.0,VA,
883,Cody Kessler,39.333333333333336,SC,
884,Cody Latimer,26.8,IN,Indiana State University
885,Cody Parkey,44.6,AL,Auburn University
886,Cody Riggs,21.5,IN,University of Notre Dame
887,Cody Wallace,54.25,TX,
888,Cody White,11.0,IL,
889,Cody Whitehair,83.66666666666667,KA,
890,Cody Wichmann,53.5,CA,
891,Cole Beasley,64.85714285714286,TX,
892,Cole Croston,11.0,IA,Iowa State University
893,Cole Hikutini,11.0,KY,University of Louisville
894,Cole Toner,11.0,MA,Harvard University
895,Colin Baxter,29.5,AZ,Arizona State University
896,Colin Brown,30.333333333333332,MO,Missouri Southern State University
897,Colin Cloherty,11.0,RI,Brown University
898,Colin Cole,54.333333333333336,IA,Iowa State University
899,Colin Holba,11.0,KY,University of Louisville
900,Colin Jones,41.375,TX,
901,Colin Kaepernick,76.5,NV,University of Nevada-Las Vegas
902,Colin McCarthy,63.666666666666664,FL,
903,Colin Parker,11.0,AZ,
904,Collin Franklin,11.0,IA,
905,Collin Mooney,11.0,KS,
906,Colt McCoy,29.714285714285715,TX,North Central Texas College
907,Colton Schmidt,36.4,CA,
908,Connor Barth,52.5,NC,North Carolina A&T State University
909,Connor Barwin,82.5,OH,University of Cincinnati
910,Connor Cook,11.0,MI,
911,Connor Hamlett,11.0,OR,
912,Connor McGovern,69.0,MO,Missouri Southern State University
913,Connor Shaw,11.0,SC,South Carolina State University
914,Conor McDermott,11.0,CA,
915,Conroy Black,11.0,UT,College of Eastern Utah
916,Cooper Carlisle,87.0,FL,Central Florida Community College
917,Cooper Helfet,30.333333333333332,NC,Duke University
918,Cooper Kupp,86.0,WA,
919,Cooper Rush,11.0,MI,Central Michigan University
920,Cooper Taylor,32.0,VA,University of Richmond
921,Corbin Bryant,40.833333333333336,OK,Northwestern Oklahoma State University
922,Cordarrelle Patterson,68.0,TN,East Tennessee State University
923,Cordarro Law,21.5,MS,University of Southern Mississippi
924,Cordrea Tankersley,35.0,SC,Clemson University
925,Cordy Glenn,80.0,GA,Coastal Georgia Community College
926,Corey Brown,62.333333333333336,OH,
927,Corey Clement,59.0,WI,University of Wisconsin at La Crosse
928,Corey Coleman,46.333333333333336,TX,Baylor University
929,Corey Fuller,40.0,VA,
930,Corey Fuller,40.0,VA,
931,Corey Graham,67.875,NH,University of New Hampshire
932,Corey Grant,30.75,AL,Auburn University
933,Corey Hilliard,34.0,OK,
934,Corey Lemonier,32.0,AL,Auburn University
935,Corey Linsley,83.0,OH,
936,Corey Liuget,77.625,IL,Eastern Illinois University
937,Corey McIntyre,11.0,WV,West Virginia State University
938,Corey Nelson,30.4,OK,East Oklahoma State College
939,Corey Peters,74.14285714285714,KY,Eastern Kentucky University
940,Corey Robinson,35.0,SC,South Carolina State University
941,Corey Washington,11.0,SC,Newberry College
942,Corey Webster,63.333333333333336,LA,
943,Corey White,52.0,AL,Samford University
944,Corey Williams,63.5,AK,
945,Corey Wootton,59.5,OK,Northwestern Oklahoma State University
946,Cornelius Edison,11.0,OR,
947,Cornelius Lucas,36.4,KA,
948,Cornelius Washington,32.2,GA,Coastal Georgia Community College
949,Cortez Allen,45.4,SC,The Citadel
950,Cortland Finnegan,59.8,AL,Samford University
951,Corvey Irvin,18.0,GA,Coastal Georgia Community College
952,Cory Greenwood,32.0,canada,
953,Cory Harkey,15.2,CA,
954,Cory James,62.5,CO,
955,Cory Littleton,62.666666666666664,WA,Central Washington University
956,Cory Nelms,11.0,FL,
957,Cory Redding,77.2,TX,North Central Texas College
958,Coty Sensabaugh,56.57142857142857,SC,Clemson University
959,Courtney Greene,32.0,NJ,"Rutgers, the State University of New Jersey"
960,Courtney Roby,11.0,IN,Indiana State University
961,Courtney Upshaw,66.83333333333333,AL,University of Alabama
962,Coye Francies,32.0,CA,
963,Craig Dahl,51.0,ND,
964,Craig James,11.0,TX,
965,Craig Loston,21.5,LA,
966,Craig Mager,28.25,TX,
967,Craig Robertson,73.57142857142857,TX,University of North Texas
968,Craig Steltz,37.333333333333336,LA,
969,Craig Stevens,26.8,CA,California Lutheran University
970,Cre'von LeBlanc,48.666666666666664,FL,Florida Atlantic University
971,Crezdon Butler,18.0,SC,Clemson University
972,Crockett Gillmore,34.0,CO,
973,Cullen Jenkins,72.5,MI,Central Michigan University
974,Cullen Loeffler,26.75,TX,North Central Texas College
975,Curtis Brinkley,32.0,NY,Syracuse University
976,Curtis Brown,25.0,MO,Missouri Southern State University
977,Curtis Brown,25.0,MO,North Central Texas College
978,Curtis Grant,32.0,OH,
979,Curtis Holcomb,11.0,FL,
980,Curtis Lofton,85.8,OK,East Oklahoma State College
981,Curtis Marsh,18.0,UT,College of Eastern Utah
982,Curtis Marsh,18.0,UT,
983,Curtis Painter,29.5,IN,Purdue University
984,Curtis Riley,40.666666666666664,CA,
985,Curtis Taylor,11.0,LA,
986,Cyhl Quarles,11.0,NC,Wake Forest University
987,Cyrus Gray,18.0,TX,
988,Cyrus Jones,40.0,AL,University of Alabama
989,Cyrus Kouandjio,33.6,AL,University of Alabama
990,D'Andre Goodwin,11.0,WA,Central Washington University
991,D'Anthony Batiste,35.0,LA,
992,D'Anthony Smith,18.0,LA,Louisiana Tech University
993,D'Aundre Reed,11.0,AZ,Arizona State University
994,D'Joun Smith,11.0,FL,Florida Atlantic University
995,D'Onta Foreman,35.0,TX,North Central Texas College
996,D'Qwell Jackson,90.83333333333333,MD,College of Southern Maryland
997,D.C. Jefferson,11.0,NJ,"Rutgers, the State University of New Jersey"
998,D.J. Alexander,40.5,OR,
999,D.J. Bryant,11.0,VA,James Madison University
1000,D.J. Campbell,29.5,CA,California Lutheran University
1001,D.J. Fluker,77.0,AL,University of Alabama
1002,D.J. Hayden,47.833333333333336,TX,Houston Baptist University
1003,D.J. Humphries,64.0,FL,Central Florida Community College
1004,D.J. Jones,40.0,MS,Mississippi College
1005,D.J. Moore,49.0,TN,Vanderbilt University
1006,D.J. Reader,78.0,SC,Clemson University
1007,D.J. Smith,35.0,,
1008,D.J. Swearinger,72.66666666666667,SC,South Carolina State University
